"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 06 05:49:26 GMT 2024","Tue Aug 06 05:49:26 GMT 2024","6","","","","","","Navigate to about page [Allure Step]",""
"passed","Tue Aug 06 05:49:26 GMT 2024","Tue Aug 06 05:49:26 GMT 2024","2","","","","","","test 2",""
